ChCode,  Amount OB  ,  Principal Amount Due  
02PIFL2603-16," 609,933.79 "," 18,091.54 "
02PIFL2603-160," 671,536.64 "," 4,701.95 "
02PIFL2603-161," 754,279.68 "," 5,115.90 "
02PIFL2603-162," 246,334.37 "," 3,921.13 "
02PIFL2603-163," 331,081.96 "," 12,494.60 "
02PIFL2603-164," 1,170,167.00 "," 8,026.25 "
02PIFL2603-165," 706,325.68 "," 2,325.56 "
02PIFL2603-166," 308,574.38 "," 15,295.28 "
02PIFL2603-167," 1,138,503.11 "," 30,275.56 "
02PIFL2603-168," 1,003,213.46 "," 7,504.37 "
02PIFL2603-169," 850,268.30 "," 36,275.27 "
02PIFL2603-17," 282,235.11 "," 15,586.66 "
02PIFL2603-170," 445,408.87 "," 7,229.42 "
02PIFL2603-171," 300,247.51 "," 2,258.02 "
02PIFL2603-172," 788,482.47 "," 45,975.38 "
02PIFL2603-173," 618,609.31 "," 29,310.57 "
02PIFL2603-174," 568,701.84 "," 18,753.61 "
02PIFL2603-175," 734,952.91 "," 56,604.99 "
02PIFL2603-176," 332,651.31 "," 2,460.37 "
02PIFL2603-177," 286,460.63 "," 3,810.49 "
02PIFL2603-178," 692,091.07 "," 37,138.21 "
02PIFL2603-179," 600,083.33 "," 52,203.58 "
02PIFL2603-18," 383,373.72 "," 9,754.90 "
02PIFL2603-180," 701,894.51 "," 17,242.54 "
02PIFL2603-181," 876,675.95 "," 22,826.55 "
02PIFL2603-182," 499,880.27 "," 3,585.73 "
02PIFL2603-183," 903,886.45 "," 30,566.51 "
02PIFL2603-184," 613,318.11 "," 16,684.00 "
02PIFL2603-185," 575,838.37 "," 4,055.16 "
02PIFL2603-186," 686,237.14 "," 21,533.45 "
02PIFL2603-187," 357,224.46 "," 3,191.79 "
02PIFL2603-188," 605,058.34 "," 29,999.62 "
02PIFL2603-189," 683,331.57 "," 4,967.61 "
02PIFL2603-19," 332,081.65 "," 9,343.50 "
02PIFL2603-190," 842,262.20 "," 18,617.96 "
02PIFL2603-191," 622,096.42 "," 5,177.02 "
02PIFL2603-192," 595,951.34 "," 4,111.19 "
02PIFL2603-193," 785,790.03 "," 5,470.66 "
02PIFL2603-194," 483,222.70 "," 14,268.64 "
02PIFL2603-195," 321,287.23 "," 10,799.08 "
02PIFL2603-196," 1,222,688.59 "," 13,310.18 "
02PIFL2603-197," 688,379.82 "," 5,008.51 "
02PIFL2603-198," 706,359.99 "," 5,131.79 "
02PIFL2603-199," 774,215.06 "," 53,767.68 "
02PIFL2603-2," 301,163.06 "," 2,402.79 "
02PIFL2603-20," 718,409.84 "," 6,517.52 "
02PIFL2603-200," 331,823.48 "," 13,131.74 "
02PIFL2603-201," 1,034,020.08 "," 13,827.26 "
02PIFL2603-202," 198,938.82 "," 8,004.54 "
02PIFL2603-203," 557,266.54 "," 5,285.87 "
02PIFL2603-204," 597,225.94 "," 4,564.87 "
02PIFL2603-205," 355,809.12 "," 17,190.41 "
02PIFL2603-206," 796,277.26 "," 50,370.73 "
02PIFL2603-207," 571,180.66 "," 4,836.18 "
02PIFL2603-208," 785,251.50 "," 11,216.60 "
02PIFL2603-209," 310,086.08 "," 2,322.26 "
02PIFL2603-21," 889,917.21 "," 41,257.49 "
02PIFL2603-210," 515,521.36 "," 36,124.02 "
02PIFL2603-211," 857,836.74 "," 39,436.55 "
02PIFL2603-212," 628,900.93 "," 4,385.74 "
02PIFL2603-213," 411,603.73 ", 52.89 
02PIFL2603-214," 830,780.94 "," 34,540.29 "
02PIFL2603-215," 667,456.40 "," 42,270.96 "
02PIFL2603-216," 394,596.10 "," 2,700.52 "
02PIFL2603-217," 344,990.88 "," 41,898.92 "
02PIFL2603-218," 413,827.79 "," 37,489.13 "
02PIFL2603-219," 1,854,051.70 "," 86,921.56 "
02PIFL2603-22," 497,296.55 "," 4,390.91 "
02PIFL2603-220," 296,016.00 "," 11,944.96 "
02PIFL2603-221," 400,026.12 "," 2,933.01 "
02PIFL2603-222," 515,007.59 "," 32,482.80 "
02PIFL2603-223," 641,619.55 "," 4,786.17 "
02PIFL2603-224," 377,364.05 "," 1,885.41 "
02PIFL2603-225," 647,488.44 "," 5,160.35 "
02PIFL2603-226," 671,175.30 "," 27,817.25 "
02PIFL2603-227," 771,814.01 "," 5,864.62 "
02PIFL2603-228," 652,939.12 "," 4,948.61 "
02PIFL2603-229," 326,399.49 "," 19,917.17 "
02PIFL2603-23," 709,182.26 "," 51,642.15 "
02PIFL2603-230," 389,419.24 "," 21,030.76 "
02PIFL2603-231," 297,710.09 "," 2,160.99 "
02PIFL2603-232," 815,909.87 "," 5,478.00 "
02PIFL2603-233," 354,048.76 "," 11,093.05 "
02PIFL2603-234," 424,773.42 "," 4,163.64 "
02PIFL2603-235," 702,068.67 "," 39,720.24 "
02PIFL2603-236," 647,280.53 "," 4,937.53 "
02PIFL2603-237," 161,956.52 "," 29,385.09 "
02PIFL2603-238," 762,478.12 "," 47,406.58 "
02PIFL2603-239," 438,482.29 "," 9,871.95 "
02PIFL2603-24," 361,289.16 "," 19,879.82 "
02PIFL2603-240," 756,515.72 "," 28,772.77 "
02PIFL2603-241," 735,903.94 "," 54,139.85 "
02PIFL2603-242," 1,058,965.62 "," 9,297.15 "
02PIFL2603-243," 511,386.14 "," 21,998.29 "
02PIFL2603-244," 544,675.83 "," 9,295.54 "
02PIFL2603-245," 512,367.79 "," 4,999.61 "
02PIFL2603-246," 377,588.00 "," 8,017.02 "
02PIFL2603-247," 496,417.21 "," 18,148.60 "
02PIFL2603-248," 722,575.55 "," 43,521.89 "
02PIFL2603-249," 736,850.49 "," 25,274.25 "
02PIFL2603-25," 630,992.69 "," 5,285.87 "
02PIFL2603-250," 519,682.44 "," 11,151.62 "
02PIFL2603-251," 192,466.37 "," 25,172.60 "
02PIFL2603-252," 391,362.35 "," 3,000.56 "
02PIFL2603-253," 824,994.53 "," 19,111.04 "
02PIFL2603-254," 644,145.20 "," 16,876.57 "
02PIFL2603-255," 366,869.46 "," 2,418.09 "
02PIFL2603-256," 1,403,172.08 "," 43,114.84 "
02PIFL2603-257," 802,148.64 "," 30,657.58 "
02PIFL2603-258," 865,625.16 "," 37,414.93 "
02PIFL2603-259," 272,161.28 "," 12,477.27 "
02PIFL2603-26," 583,142.42 "," 14,769.96 "
02PIFL2603-260," 735,475.54 "," 32,389.43 "
02PIFL2603-261," 368,096.56 "," 2,575.34 "
02PIFL2603-262," 321,780.67 "," 28,300.93 "
02PIFL2603-263," 327,330.47 "," 21,179.68 "
02PIFL2603-264," 602,241.55 "," 33,135.50 "
02PIFL2603-265," 620,040.20 "," 23,467.87 "
02PIFL2603-266," 554,705.76 "," 3,862.64 "
02PIFL2603-267," 587,139.40 "," 4,437.25 "
02PIFL2603-268," 703,931.17 "," 4,388.59 "
02PIFL2603-269," 759,547.04 "," 6,631.59 "
02PIFL2603-27," 728,532.67 "," 21,114.55 "
02PIFL2603-270," 633,782.24 "," 31,517.12 "
02PIFL2603-271," 382,415.62 "," 2,319.77 "
02PIFL2603-272," 376,233.58 "," 10,981.87 "
02PIFL2603-273," 733,169.64 "," 24,534.60 "
02PIFL2603-274," 369,641.60 "," 2,515.41 "
02PIFL2603-275," 310,904.76 "," 12,091.74 "
02PIFL2603-276," 657,578.17 "," 6,357.08 "
02PIFL2603-277," 895,235.13 "," 51,774.36 "
02PIFL2603-278," 396,604.33 "," 11,006.03 "
02PIFL2603-279," 369,109.97 "," 2,810.16 "
02PIFL2603-28," 706,519.88 "," 15,365.72 "
02PIFL2603-280," 383,594.23 "," 2,401.44 "
02PIFL2603-281," 665,968.83 "," 9,018.96 "
02PIFL2603-282," 698,592.75 "," 26,744.58 "
02PIFL2603-283," 615,377.24 "," 4,689.59 "
02PIFL2603-284," 671,673.04 "," 20,496.34 "
02PIFL2603-285," 748,651.09 "," 21,959.42 "
02PIFL2603-286," 636,594.99 "," 22,600.83 "
02PIFL2603-287," 289,460.33 "," 2,359.27 "
02PIFL2603-288," 544,507.79 "," 15,002.24 "
02PIFL2603-289," 558,595.11 "," 3,896.07 "
02PIFL2603-29," 560,122.54 "," 4,592.11 "
02PIFL2603-290," 470,666.74 "," 26,442.59 "
02PIFL2603-291," 320,100.76 "," 1,913.36 "
02PIFL2603-292," 796,383.74 "," 12,020.30 "
02PIFL2603-293," 372,698.14 "," 19,835.62 "
02PIFL2603-294," 625,759.34 "," 10,654.06 "
02PIFL2603-295," 896,966.11 "," 6,106.78 "
02PIFL2603-296," 547,809.89 "," 3,956.85 "
02PIFL2603-297," 980,208.55 "," 57,004.78 "
02PIFL2603-298," 818,733.24 "," 39,905.39 "
02PIFL2603-299," 782,299.95 "," 5,636.30 "
02PIFL2603-3," 353,289.45 "," 8,848.90 "
02PIFL2603-30," 918,050.08 "," 20,607.96 "
02PIFL2603-300," 395,392.25 "," 2,576.83 "
02PIFL2603-301," 893,926.97 "," 12,703.24 "
02PIFL2603-302," 716,936.04 "," 16,280.62 "
02PIFL2603-303," 816,228.27 "," 24,469.75 "
02PIFL2603-304," 364,754.91 "," 2,091.50 "
02PIFL2603-305," 770,522.01 "," 5,812.62 "
02PIFL2603-306," 912,742.48 "," 33,796.44 "
02PIFL2603-307," 729,366.85 "," 12,040.93 "
02PIFL2603-308," 675,440.64 "," 39,911.82 "
02PIFL2603-309," 398,511.45 "," 12,277.89 "
02PIFL2603-31," 657,768.43 "," 5,301.56 "
02PIFL2603-310," 639,012.02 "," 15,237.83 "
02PIFL2603-311," 650,572.71 "," 5,065.81 "
02PIFL2603-312," 1,075,051.03 "," 33,175.61 "
02PIFL2603-313," 343,039.69 "," 22,932.59 "
02PIFL2603-314," 103,843.93 "," 2,259.17 "
02PIFL2603-315," 772,923.53 "," 23,180.83 "
02PIFL2603-316," 529,841.90 ", 304.24 
02PIFL2603-317," 450,934.54 "," 13,923.19 "
02PIFL2603-318," 441,256.55 "," 5,186.58 "
02PIFL2603-319," 652,379.20 "," 26,281.17 "
02PIFL2603-32," 252,089.12 "," 7,084.90 "
02PIFL2603-320," 279,092.53 "," 7,636.01 "
02PIFL2603-321," 698,610.45 "," 25,127.10 "
02PIFL2603-322," 444,196.71 "," 3,322.59 "
02PIFL2603-323," 629,797.70 "," 5,263.62 "
02PIFL2603-324," 683,405.82 "," 22,829.49 "
02PIFL2603-325," 316,636.70 "," 2,080.97 "
02PIFL2603-326," 525,614.47 "," 4,430.65 "
02PIFL2603-327," 704,897.82 "," 4,910.34 "
02PIFL2603-328," 747,805.63 "," 46,549.16 "
02PIFL2603-329," 702,114.33 "," 5,049.18 "
02PIFL2603-33," 718,215.93 "," 11,677.40 "
02PIFL2603-330," 455,997.32 "," 61,039.78 "
02PIFL2603-331," 688,358.70 "," 4,670.09 "
02PIFL2603-332," 429,263.29 "," 7,886.34 "
02PIFL2603-333," 385,588.70 "," 9,826.21 "
02PIFL2603-334," 927,197.58 "," 61,536.34 "
02PIFL2603-335," 780,261.45 "," 5,520.98 "
02PIFL2603-336," 363,531.13 "," 36,294.08 "
02PIFL2603-337," 637,496.37 "," 4,857.75 "
02PIFL2603-338," 532,882.77 "," 4,153.77 "
02PIFL2603-339," 711,158.31 "," 9,832.50 "
02PIFL2603-34," 389,628.57 "," 4,630.49 "
02PIFL2603-340," 749,412.22 "," 26,651.14 "
02PIFL2603-341," 616,106.29 "," 9,151.69 "
02PIFL2603-342," 288,988.22 "," 5,478.07 "
02PIFL2603-343," 634,744.51 "," 24,060.73 "
02PIFL2603-344," 311,290.44 "," 2,717.04 "
02PIFL2603-345," 692,360.64 "," 24,349.65 "
02PIFL2603-346," 767,329.32 "," 5,821.49 "
02PIFL2603-347," 562,388.19 "," 16,381.13 "
02PIFL2603-348," 480,686.05 "," 17,275.96 "
02PIFL2603-349," 814,513.42 "," 31,506.18 "
02PIFL2603-35," 736,441.83 "," 5,342.48 "
02PIFL2603-350," 305,469.28 "," 3,417.38 "
02PIFL2603-351," 596,284.60 ", 455.51 
02PIFL2603-352," 822,476.28 "," 5,429.64 "
02PIFL2603-353," 548,152.95 "," 27,387.28 "
02PIFL2603-354," 398,072.00 "," 2,515.41 "
02PIFL2603-355," 381,170.44 "," 2,854.68 "
02PIFL2603-356," 66,470.87 "," 1,597.17 "
02PIFL2603-357," 404,728.28 "," 2,957.27 "
02PIFL2603-358," 619,287.94 "," 4,301.49 "
02PIFL2603-359," 754,212.58 "," 7,326.99 "
02PIFL2603-36," 365,937.05 "," 2,236.64 "
02PIFL2603-360," 922,220.26 "," 25,953.30 "
02PIFL2603-361," 235,521.22 "," 2,632.94 "
02PIFL2603-362," 728,053.97 "," 22,485.51 "
02PIFL2603-363," 643,946.78 "," 9,294.90 "
02PIFL2603-364," 742,476.32 "," 15,020.83 "
02PIFL2603-365," 530,940.75 "," 19,134.61 "
02PIFL2603-366," 637,599.19 "," 14,746.28 "
02PIFL2603-367," 437,057.69 "," 3,217.68 "
02PIFL2603-368," 741,721.67 "," 31,165.63 "
02PIFL2603-369," 610,989.01 "," 39,458.07 "
02PIFL2603-37," 922,548.72 "," 9,102.01 "
02PIFL2603-370," 401,003.40 "," 3,010.15 "
02PIFL2603-371," 681,146.07 "," 5,318.04 "
02PIFL2603-372," 381,942.90 "," 2,714.81 "
02PIFL2603-373," 539,536.07 "," 4,142.30 "
02PIFL2603-374," 568,164.72 "," 4,850.20 "
02PIFL2603-375," 632,240.36 "," 21,488.85 "
02PIFL2603-376," 81,891.26 "," 31,379.65 "
02PIFL2603-377," 922,613.48 "," 29,063.83 "
02PIFL2603-378," 313,103.70 "," 7,676.68 "
02PIFL2603-379," 954,853.24 "," 78,389.38 "
02PIFL2603-38," 758,819.29 "," 10,006.29 "
02PIFL2603-380," 290,052.42 "," 13,478.36 "
02PIFL2603-381," 822,742.54 "," 6,213.99 "
02PIFL2603-382," 378,377.81 "," 14,664.75 "
02PIFL2603-383," 390,797.24 "," 14,707.65 "
02PIFL2603-384," 320,662.50 "," 2,305.64 "
02PIFL2603-385," 647,357.73 "," 4,890.98 "
02PIFL2603-386," 395,976.92 "," 3,190.87 "
02PIFL2603-387," 423,376.84 "," 27,504.43 "
02PIFL2603-388," 250,377.53 "," 11,680.44 "
02PIFL2603-389," 759,262.79 "," 12,019.09 "
02PIFL2603-39," 578,075.77 "," 4,862.88 "
02PIFL2603-390," 721,812.15 "," 4,940.53 "
02PIFL2603-391," 371,410.68 ", 566.34 
02PIFL2603-392," 444,772.38 "," 5,375.57 "
02PIFL2603-393," 464,404.98 "," 4,039.66 "
02PIFL2603-394," 1,103,437.64 "," 43,430.50 "
02PIFL2603-395," 573,753.06 "," 21,907.86 "
02PIFL2603-396," 826,717.15 "," 38,498.51 "
02PIFL2603-397," 1,160,965.33 "," 8,502.59 "
02PIFL2603-398," 645,219.27 "," 19,896.14 "
02PIFL2603-399," 462,201.91 "," 18,279.13 "
02PIFL2603-4," 515,984.97 "," 4,024.72 "
02PIFL2603-40," 541,869.59 "," 30,594.16 "
02PIFL2603-400," 360,765.11 "," 3,031.44 "
02PIFL2603-401," 371,990.91 "," 2,239.45 "
02PIFL2603-402," 520,689.31 "," 17,750.19 "
02PIFL2603-403," 670,284.72 "," 18,713.74 "
02PIFL2603-404," 1,061,806.72 "," 67,120.11 "
02PIFL2603-405," 1,389,720.57 "," 55,686.02 "
02PIFL2603-406," 773,993.02 "," 11,740.21 "
02PIFL2603-407," 656,523.75 "," 4,952.60 "
02PIFL2603-408," 1,085,474.34 "," 7,545.24 "
02PIFL2603-409," 594,960.50 "," 52,221.38 "
02PIFL2603-41," 421,736.78 "," 20,039.15 "
02PIFL2603-410," 422,180.66 "," 4,553.76 "
02PIFL2603-411," 504,573.71 "," 36,886.50 "
02PIFL2603-412," 347,198.07 "," 2,017.51 "
02PIFL2603-413," 562,147.65 "," 14,067.96 "
02PIFL2603-414," 427,291.58 "," 3,298.93 "
02PIFL2603-415," 803,167.03 "," 37,442.41 "
02PIFL2603-416," 470,348.07 "," 5,276.16 "
02PIFL2603-417," 565,853.79 "," 23,293.90 "
02PIFL2603-418," 382,569.25 "," 2,707.85 "
02PIFL2603-419," 1,355,997.37 "," 40,585.88 "
02PIFL2603-42," 292,332.56 "," 14,435.15 "
02PIFL2603-420," 378,581.56 "," 23,492.90 "
02PIFL2603-421," 410,762.89 "," 5,137.73 "
02PIFL2603-422," 716,169.21 "," 5,329.85 "
02PIFL2603-423," 541,357.09 "," 4,201.17 "
02PIFL2603-424," 394,820.57 "," 2,970.27 "
02PIFL2603-425," 942,648.67 "," 6,731.93 "
02PIFL2603-426," 791,535.51 "," 6,706.35 "
02PIFL2603-427," 231,964.35 "," 12,898.97 "
02PIFL2603-428," 504,076.94 "," 26,591.41 "
02PIFL2603-429," 643,256.86 "," 13,672.46 "
02PIFL2603-43," 344,307.51 "," 15,246.76 "
02PIFL2603-430," 373,051.54 "," 2,219.18 "
02PIFL2603-431," 586,763.47 ", 90.37 
02PIFL2603-432," 593,814.52 "," 7,978.81 "
02PIFL2603-433," 728,095.68 "," 32,611.99 "
02PIFL2603-434," 320,662.50 "," 7,351.04 "
02PIFL2603-435," 350,888.83 "," 12,166.13 "
02PIFL2603-436," 578,404.92 "," 20,939.99 "
02PIFL2603-437," 323,056.53 "," 9,146.85 "
02PIFL2603-438," 769,339.11 "," 10,960.08 "
02PIFL2603-439," 765,152.21 "," 17,631.13 "
02PIFL2603-44," 699,721.84 "," 37,136.31 "
02PIFL2603-440," 684,760.68 "," 21,506.93 "
02PIFL2603-441," 508,369.41 "," 33,903.63 "
02PIFL2603-442," 371,606.35 "," 12,388.37 "
02PIFL2603-443," 514,427.95 "," 3,770.47 "
02PIFL2603-444," 1,009,604.39 "," 47,385.70 "
02PIFL2603-445," 534,094.11 "," 11,394.00 "
02PIFL2603-446," 396,223.60 "," 2,570.71 "
02PIFL2603-447," 434,454.39 "," 12,992.09 "
02PIFL2603-448," 398,451.22 "," 2,913.87 "
02PIFL2603-449," 665,626.80 "," 5,137.64 "
02PIFL2603-45," 668,304.96 "," 15,109.29 "
02PIFL2603-450," 341,335.79 "," 14,583.91 "
02PIFL2603-451," 726,923.31 "," 16,390.67 "
02PIFL2603-452," 719,392.63 "," 27,120.17 "
02PIFL2603-453," 342,446.99 ", 28.21 
02PIFL2603-454," 784,405.64 "," 5,130.41 "
02PIFL2603-455," 894,424.19 "," 32,918.88 "
02PIFL2603-456," 723,642.06 "," 13,852.46 "
02PIFL2603-457," 341,900.65 "," 18,467.59 "
02PIFL2603-458," 676,161.07 "," 8,224.48 "
02PIFL2603-459," 577,539.02 "," 4,618.21 "
02PIFL2603-46," 821,326.99 "," 6,423.22 "
02PIFL2603-460," 774,957.55 "," 23,131.83 "
02PIFL2603-461," 341,718.12 "," 3,000.70 "
02PIFL2603-462," 564,201.15 "," 23,191.04 "
02PIFL2603-463," 781,457.92 "," 21,883.55 "
02PIFL2603-464," 628,670.18 "," 14,429.55 "
02PIFL2603-465," 159,974.27 "," 3,345.14 "
02PIFL2603-466," 1,215,972.41 "," 93,481.62 "
02PIFL2603-467," 322,456.48 "," 2,491.49 "
02PIFL2603-468," 390,912.88 "," 5,601.94 "
02PIFL2603-469," 556,375.71 "," 4,015.66 "
02PIFL2603-47," 1,777,862.92 "," 77,608.35 "
02PIFL2603-470," 597,225.94 "," 11,865.41 "
02PIFL2603-471," 851,327.06 "," 32,916.36 "
02PIFL2603-472," 549,031.08 "," 21,570.59 "
02PIFL2603-473," 367,057.29 "," 2,807.99 "
02PIFL2603-474," 375,756.93 "," 17,128.57 "
02PIFL2603-475," 331,541.55 "," 2,373.47 "
02PIFL2603-476," 379,526.42 "," 15,540.67 "
02PIFL2603-477," 650,399.37 "," 21,363.13 "
02PIFL2603-478," 627,591.66 "," 23,884.57 "
02PIFL2603-479," 563,631.63 "," 13,899.65 "
02PIFL2603-48," 635,316.61 "," 29,817.08 "
02PIFL2603-480," 1,056,363.19 "," 10,043.81 "
02PIFL2603-481," 1,395,148.37 "," 9,452.17 "
02PIFL2603-482," 774,124.84 "," 5,601.38 "
02PIFL2603-483," 323,856.79 "," 14,643.10 "
02PIFL2603-484," 800,540.56 "," 6,842.82 "
02PIFL2603-485," 884,701.58 "," 12,927.42 "
02PIFL2603-486," 1,026,170.42 "," 46,137.30 "
02PIFL2603-487," 606,831.63 "," 6,174.90 "
02PIFL2603-488," 516,220.31 "," 41,706.66 "
02PIFL2603-489," 710,679.37 "," 5,027.18 "
02PIFL2603-49," 682,805.86 "," 12,574.60 "
02PIFL2603-490," 645,175.55 "," 4,821.29 "
02PIFL2603-491," 585,941.81 "," 14,522.00 "
02PIFL2603-492," 509,860.86 ", 516.83 
02PIFL2603-493," 554,652.44 "," 4,014.75 "
02PIFL2603-494," 395,099.80 "," 3,025.26 "
02PIFL2603-495," 818,008.34 "," 5,468.58 "
02PIFL2603-496," 849,204.04 "," 20,006.97 "
02PIFL2603-497," 374,089.14 "," 13,786.51 "
02PIFL2603-498," 1,552,072.70 "," 95,168.68 "
02PIFL2603-499," 342,743.43 "," 2,599.76 "
02PIFL2603-5," 518,625.47 "," 3,938.46 "
02PIFL2603-50," 545,841.31 "," 20,239.88 "
02PIFL2603-500," 576,349.80 "," 24,155.17 "
02PIFL2603-501," 729,949.61 "," 24,547.97 "
02PIFL2603-502," 601,633.59 "," 4,589.56 "
02PIFL2603-503," 443,356.40 "," 34,884.68 "
02PIFL2603-504," 653,629.43 ", 99.78 
02PIFL2603-505," 384,537.60 "," 10,546.58 "
02PIFL2603-506," 754,856.01 "," 4,892.56 "
02PIFL2603-507," 598,554.16 "," 30,509.04 "
02PIFL2603-508," 395,518.77 "," 14,610.91 "
02PIFL2603-509," 535,669.28 "," 21,539.41 "
02PIFL2603-51," 970,421.78 "," 42,059.29 "
02PIFL2603-510," 536,774.46 "," 14,793.18 "
02PIFL2603-511," 913,681.36 "," 39,346.31 "
02PIFL2603-512," 397,307.94 "," 2,698.44 "
02PIFL2603-513," 800,052.75 "," 5,594.13 "
02PIFL2603-514," 287,020.32 "," 11,224.02 "
02PIFL2603-515," 664,982.71 "," 4,915.29 "
02PIFL2603-516," 771,056.64 "," 5,080.34 "
02PIFL2603-517," 613,044.43 "," 37,838.30 "
02PIFL2603-518," 376,987.15 "," 2,448.28 "
02PIFL2603-519," 528,096.28 "," 23,030.12 "
02PIFL2603-52," 665,743.49 "," 26,980.48 "
02PIFL2603-520," 584,432.31 "," 49,614.34 "
02PIFL2603-521," 719,695.57 "," 5,005.90 "
02PIFL2603-522," 1,037,200.88 "," 7,206.14 "
02PIFL2603-523," 667,563.08 "," 28,920.43 "
02PIFL2603-524," 455,703.05 "," 30,198.35 "
02PIFL2603-525," 898,238.13 "," 31,791.65 "
02PIFL2603-526," 1,302,525.30 "," 56,322.14 "
02PIFL2603-527," 1,335,325.91 "," 24,117.69 "
02PIFL2603-528," 615,531.98 "," 22,523.78 "
02PIFL2603-529," 330,760.33 "," 2,453.00 "
02PIFL2603-53," 510,106.55 "," 36,370.74 "
02PIFL2603-530," 429,685.52 "," 26,632.27 "
02PIFL2603-531," 381,688.05 "," 2,656.32 "
02PIFL2603-532," 332,905.78 "," 2,456.24 "
02PIFL2603-533," 754,526.36 "," 19,811.12 "
02PIFL2603-534," 693,988.97 "," 13,791.23 "
02PIFL2603-535," 395,903.69 "," 29,321.77 "
02PIFL2603-536," 290,343.90 "," 15,253.91 "
02PIFL2603-537," 488,728.62 "," 16,802.23 "
02PIFL2603-538," 604,856.69 "," 17,848.84 "
02PIFL2603-539," 1,377,254.01 "," 82,351.11 "
02PIFL2603-54," 679,184.04 "," 21,298.68 "
02PIFL2603-540," 831,511.25 "," 19,765.01 "
02PIFL2603-541," 943,374.79 "," 7,184.22 "
02PIFL2603-542," 257,400.44 "," 2,777.23 "
02PIFL2603-543," 641,779.91 "," 5,951.39 "
02PIFL2603-544," 108,633.13 "," 1,884.99 "
02PIFL2603-545," 354,219.05 "," 14,281.85 "
02PIFL2603-546," 873,611.26 "," 6,699.73 "
02PIFL2603-547," 1,052,339.78 "," 40,981.57 "
02PIFL2603-548," 674,145.31 "," 6,882.38 "
02PIFL2603-549," 609,821.10 "," 24,168.57 "
02PIFL2603-55," 296,692.51 "," 21,738.29 "
02PIFL2603-550," 285,318.96 "," 2,084.92 "
02PIFL2603-551," 576,583.01 "," 8,014.12 "
02PIFL2603-552," 960,428.27 "," 7,312.27 "
02PIFL2603-553," 719,739.54 "," 33,452.84 "
02PIFL2603-554," 718,489.34 "," 21,173.82 "
02PIFL2603-555," 513,892.64 "," 4,609.09 "
02PIFL2603-556," 517,761.33 "," 3,591.26 "
02PIFL2603-557," 752,012.72 "," 36,263.12 "
02PIFL2603-558," 1,704,992.30 "," 24,832.01 "
02PIFL2603-559," 716,967.31 "," 5,346.21 "
02PIFL2603-56," 330,811.57 "," 8,695.94 "
02PIFL2603-560," 414,716.16 "," 6,775.95 "
02PIFL2603-561," 686,221.80 "," 5,062.00 "
02PIFL2603-562," 239,881.47 "," 15,812.06 "
02PIFL2603-563," 861,466.47 "," 22,621.68 "
02PIFL2603-564," 282,078.67 "," 10,736.55 "
02PIFL2603-565," 579,643.46 "," 9,374.59 "
02PIFL2603-566," 711,788.92 "," 22,287.81 "
02PIFL2603-567," 726,972.92 ", 81.24 
02PIFL2603-568," 704,226.01 "," 25,165.02 "
02PIFL2603-569," 408,161.92 "," 23,756.34 "
02PIFL2603-57," 320,623.05 "," 1,291.48 "
02PIFL2603-570," 597,807.45 "," 18,127.94 "
02PIFL2603-571," 611,105.90 "," 12,078.65 "
02PIFL2603-572," 195,671.30 "," 8,079.92 "
02PIFL2603-573," 555,651.51 "," 20,416.04 "
02PIFL2603-574," 721,924.99 "," 32,845.65 "
02PIFL2603-575," 399,058.97 "," 2,909.87 "
02PIFL2603-576," 578,418.41 "," 18,481.59 "
02PIFL2603-577," 539,349.22 "," 17,442.31 "
02PIFL2603-578," 749,587.88 "," 10,339.82 "
02PIFL2603-579," 782,052.03 "," 45,482.82 "
02PIFL2603-58," 688,977.91 "," 23,203.07 "
02PIFL2603-580," 589,757.35 "," 23,259.14 "
02PIFL2603-581," 1,201,185.53 "," 67,896.24 "
02PIFL2603-582," 560,376.71 ", 105.85 
02PIFL2603-583," 611,055.71 "," 11,626.41 "
02PIFL2603-584," 710,329.11 "," 28,825.86 "
02PIFL2603-585," 492,195.03 "," 4,110.62 "
02PIFL2603-586," 467,086.55 "," 15,145.26 "
02PIFL2603-587," 395,659.43 "," 2,985.39 "
02PIFL2603-588," 728,013.04 "," 5,491.34 "
02PIFL2603-589," 707,643.29 "," 4,709.30 "
02PIFL2603-59," 823,308.86 "," 6,299.69 "
02PIFL2603-590," 741,350.44 "," 6,491.89 "
02PIFL2603-591," 763,509.71 "," 13,975.65 "
02PIFL2603-592," 333,563.42 "," 19,613.56 "
02PIFL2603-593," 307,072.04 "," 2,723.27 "
02PIFL2603-594," 708,385.60 "," 6,336.94 "
02PIFL2603-595," 617,577.42 "," 9,243.44 "
02PIFL2603-596," 595,509.52 "," 4,497.59 "
02PIFL2603-597," 708,808.01 "," 28,010.08 "
02PIFL2603-598," 654,519.60 "," 16,036.17 "
02PIFL2603-599," 318,053.21 ", 17.48 
02PIFL2603-6," 585,090.60 "," 26,179.73 "
02PIFL2603-60," 373,895.10 "," 2,302.86 "
02PIFL2603-600," 394,097.85 "," 2,939.15 "
02PIFL2603-601," 736,979.14 "," 16,415.10 "
02PIFL2603-602," 360,059.97 "," 2,525.21 "
02PIFL2603-603," 376,759.32 "," 2,488.57 "
02PIFL2603-604," 518,407.18 "," 30,263.95 "
02PIFL2603-605," 729,543.20 "," 16,597.13 "
02PIFL2603-606," 766,794.64 "," 26,884.15 "
02PIFL2603-607," 501,335.98 "," 31,269.35 "
